TruePersonID,CanonicalName,CanonicalNameKn,Moniker,GenderID,BirthYear,HomeDistrictID,HomeUnitID,MOFamily,TravelPropensity,Quota,ActiveFrom,ActiveTo,GangID,CollisionGroup
P002797,Ningaraj Nagappa,ನಿಂಗರಾಜ ನಾಗಪ್ಪ,,1,1973,4,46,illicit_liquor,0.09,1,2022-01-21,2022-06-18,,
P002798,Shivakumar Lingappa,ಶಿವಕುಮಾರ ಲಿಂಗಪ್ಪ,,1,1991,4,52,ndps_ganja,0.09,1,2021-10-14,2023-07-29,,
P002799,Manjunath Chennappa,ಮಂಜುನಾಥ ಚೆನ್ನಪ್ಪ,,1,1984,16,200,cattle_theft,0.09,1,2022-06-20,2023-11-15,,
P002800,Roopa Nagappa,ರೂಪಾ ನಾಗಪ್ಪ,Dodda,2,1981,3,41,shop_burglary,0.09,5,2024-04-09,2026-06-30,,
P002801,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,2005,9,115,mobile_snatching,0.09,1,2025-01-21,2026-06-30,,
P002802,Venkatesh Basappa,ವೆಂಕಟೇಶ ಬಸಪ್ಪ,,1,1990,4,49,two_wheeler_theft,0.09,1,2023-05-29,2024-06-23,,
P002803,Doddabasappa Shivappa,ದೊಡ್ಡಬಸಪ್ಪ ಶಿವಪ್ಪ,,1,2002,4,47,hurt_affray,0.09,1,2021-12-02,2025-09-04,,
P002804,Nagaraj Doddappa,ನಾಗರಾಜ ದೊಡ್ಡಪ್ಪ,,1,1995,4,46,chit_fund_cheating,0.09,1,2021-12-30,2025-07-24,,
P002805,Kumar Fakirappa,ಕುಮಾರ ಫಕೀರಪ್ಪ,,1,1967,23,300,sand_smuggling,0.09,1,2023-11-25,2024-08-14,,
P002806,Nagaraj Basappa,ನಾಗರಾಜ ಬಸಪ್ಪ,,1,1994,15,182,murder,0.09,1,2021-11-27,2024-04-17,,
P002807,Suresh Ningappa,ಸುರೇಶ ನಿಂಗಪ್ಪ,,1,1982,4,51,two_wheeler_theft,0.09,10,2025-05-07,2026-02-13,,
P002808,Girish Basappa,ಗಿರೀಶ ಬಸಪ್ಪ,,1,1991,23,301,sand_smuggling,0.09,1,2021-10-12,2022-05-15,,
P002809,Manjunath Kempegowda,ಮಂಜುನಾಥ ಕೆಂಪೇಗೌಡ,,1,1965,22,290,highway_dacoity,0.09,1,2022-11-05,2024-11-03,,
P002810,Manjunath Puttappa,ಮಂಜುನಾಥ ಪುಟ್ಟಪ್ಪ,,1,1971,30,390,murder,0.09,1,2022-05-12,2023-05-20,,
P002811,Basappa Lingappa,ಬಸಪ್ಪ ಲಿಂಗಪ್ಪ,,1,1991,15,187,hurt_affray,0.09,2,2023-11-25,2026-06-30,,
P002812,Vijayalakshmi Somappa,ವಿಜಯಲಕ್ಷ್ಮಿ ಸೋಮಪ್ಪ,,2,1974,19,239,illicit_liquor,0.09,1,2024-10-30,2026-05-05,,
P002813,Puttaswamy Mallappa,ಪುಟ್ಟಸ್ವಾಮಿ ಮಲ್ಲಪ್ಪ,Dodda,1,2001,16,209,mobile_snatching,0.42,1,2021-01-26,2024-10-02,,
P002814,Lokesh Siddappa,ಲೋಕೇಶ ಸಿದ್ದಪ್ಪ,,1,1961,1,17,sand_smuggling,0.09,1,2022-12-28,2023-11-10,,
P002815,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1983,17,223,ndps_ganja,0.09,1,2022-06-28,2025-08-17,,
P002816,Umesh Basappa,ಉಮೇಶ ಬಸಪ್ಪ,,1,1975,31,404,cattle_theft,0.09,3,2024-03-12,2026-06-30,G00096,
P002817,Nagaraj Chennappa,ನಾಗರಾಜ ಚೆನ್ನಪ್ಪ,,1,1983,1,9,mobile_snatching,0.09,1,2021-03-26,2022-03-06,,
P002818,Harish Siddappa,ಹರೀಶ ಸಿದ್ದಪ್ಪ,,1,1996,29,374,illicit_liquor,0.09,1,2025-03-14,2026-06-30,,
P002819,Shivanna Nagappa,ಶಿವಣ್ಣ ನಾಗಪ್ಪ,,1,1982,25,318,sand_smuggling,0.09,1,2025-07-23,2026-06-30,,
P002820,Vijayalakshmi Timmappa,ವಿಜಯಲಕ್ಷ್ಮಿ ತಿಮ್ಮಪ್ಪ,,2,1990,4,47,shop_burglary,0.09,5,2024-01-25,2025-05-10,G00051,
P002821,Manjunath Muniyappa,ಮಂಜುನಾಥ ಮುನಿಯಪ್ಪ,Chota,1,1986,22,287,ndps_ganja,0.09,2,2021-12-19,2024-10-04,,C0018
P002822,Girish Basappa,ಗಿರೀಶ ಬಸಪ್ಪ,,1,1976,2,31,highway_dacoity,0.42,6,2021-10-09,2023-01-30,G00133,
P002823,Shivakumar Ningappa,ಶಿವಕುಮಾರ ನಿಂಗಪ್ಪ,,1,1966,23,302,ndps_ganja,0.09,1,2021-10-12,2023-10-30,,
P002824,Madhu Muniyappa,ಮಧು ಮುನಿಯಪ್ಪ,,1,1990,4,48,mobile_snatching,0.09,4,2021-02-24,2023-05-12,,
P002825,Lakshmi Krishnappa,ಲಕ್ಷ್ಮಿ ಕೃಷ್ಣಪ್ಪ,,2,1964,4,49,illicit_liquor,0.42,1,2021-05-20,2025-06-09,,
P002826,Lokesh Basappa,ಲೋಕೇಶ ಬಸಪ್ಪ,,1,1967,3,37,murder,0.09,1,2022-04-19,2024-02-28,,
P002827,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1973,29,367,shop_burglary,0.09,1,2023-08-03,2024-06-07,,
P002828,Suresh Durgappa,ಸುರೇಶ ದುರ್ಗಪ್ಪ,,1,1996,7,89,illicit_liquor,0.09,3,2025-05-04,2026-06-30,G00171,
P002829,Mahesh Sangappa,ಮಹೇಶ ಸಂಗಪ್ಪ,,1,1971,31,401,illicit_liquor,0.09,11,2024-07-21,2026-06-30,G00096,
P002830,Lakshmi Gurappa,ಲಕ್ಷ್ಮಿ ಗುರಪ್ಪ,Kadu,2,1989,17,212,hurt_affray,0.09,2,2021-10-10,2023-06-12,G00147,
P002831,Thimmaraju Ramegowda,ತಿಮ್ಮರಾಜು ರಾಮೇಗೌಡ,,1,2001,15,191,cattle_theft,0.09,2,2022-08-02,2023-06-27,G00142,
P002832,Kavitha Basappa,ಕವಿತಾ ಬಸಪ್ಪ,,2,1987,15,190,cattle_theft,0.09,1,2023-08-13,2026-06-30,,
P002833,Ganesh Muniyappa,ಗಣೇಶ ಮುನಿಯಪ್ಪ,,1,1981,24,313,chit_fund_cheating,0.42,1,2024-11-09,2025-10-13,,
P002834,Yallappa Gurappa,ಯಲ್ಲಪ್ಪ ಗುರಪ್ಪ,Kadu,1,1996,14,174,hurt_affray,0.09,1,2023-01-26,2025-11-23,,
P002835,Kiran Krishnappa,ಕಿರಣ ಕೃಷ್ಣಪ್ಪ,,1,1996,9,112,card_skimming,0.42,1,2022-06-06,2023-06-04,,
P002836,Yashoda Fakirappa,ಯಶೋದಾ ಫಕೀರಪ್ಪ,,2,1995,4,46,two_wheeler_theft,0.09,1,2023-12-13,2025-06-15,,
P002837,Nagaraj Muniyappa,ನಾಗರಾಜ ಮುನಿಯಪ್ಪ,,1,1961,30,391,hurt_affray,0.09,1,2024-09-10,2026-06-30,,
P002838,Prakash Ningappa,ಪ್ರಕಾಶ ನಿಂಗಪ್ಪ,,1,1979,17,212,murder,0.09,3,2023-07-25,2025-05-23,G00151,
P002839,Ramesh Ningappa,ರಮೇಶ ನಿಂಗಪ್ಪ,,1,1995,4,53,chit_fund_cheating,0.09,1,2021-12-09,2025-08-24,,
P002840,Shivanna Fakirappa,ಶಿವಣ್ಣ ಫಕೀರಪ್ಪ,,1,2000,4,47,sand_smuggling,0.09,1,2023-05-29,2026-06-30,,
P002841,Harish Gurappa,ಹರೀಶ ಗುರಪ್ಪ,,1,2001,28,357,murder,0.09,3,2023-08-27,2025-07-19,,C0098
P002842,Raju Shivappa,ರಾಜು ಶಿವಪ್ಪ,Auto,2,1999,17,224,two_wheeler_theft,0.09,2,2021-07-07,2022-07-14,G00145,C0105
P002843,Somashekar Mallappa,ಸೋಮಶೇಖರ ಮಲ್ಲಪ್ಪ,,1,1983,3,39,hurt_affray,0.09,1,2023-10-17,2025-12-22,,
P002844,Manjunath Ramegowda,ಮಂಜುನಾಥ ರಾಮೇಗೌಡ,,1,2005,3,39,shop_burglary,0.09,2,2023-07-30,2024-08-15,,
P002845,Mahesh Hanumappa,ಮಹೇಶ ಹನುಮಪ್ಪ,,1,1978,11,141,mobile_snatching,0.42,1,2023-12-26,2025-06-20,,
P002846,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,1981,9,107,cattle_theft,0.42,1,2021-04-08,2024-02-15,,
P002847,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,1964,1,9,illicit_liquor,0.09,1,2023-03-01,2023-06-29,,
P002848,Ramesh Basappa,ರಮೇಶ ಬಸಪ್ಪ,,1,1991,23,300,two_wheeler_theft,0.09,2,2022-05-03,2024-04-14,,C0056
P002849,Manjunath Lingappa,ಮಂಜುನಾಥ ಲಿಂಗಪ್ಪ,,1,1977,1,8,murder,0.09,1,2024-12-20,2026-06-30,,
P002850,Chandru Ningappa,ಚಂದ್ರು ನಿಂಗಪ್ಪ,,1,1966,27,340,mobile_snatching,0.09,1,2023-03-30,2024-01-31,,
P002851,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,,1,1971,3,36,cattle_theft,0.09,2,2022-03-11,2024-08-09,,
P002852,Kiran Krishnappa,ಕಿರಣ ಕೃಷ್ಣಪ್ಪ,,1,2003,15,183,hurt_affray,0.09,1,2025-07-19,2026-06-30,,
P002853,Chandru Mallappa,ಚಂದ್ರು ಮಲ್ಲಪ್ಪ,Bidi,1,1969,14,176,mobile_snatching,0.42,1,2022-04-04,2025-09-28,,
P002854,Shivanna Krishnappa,ಶಿವಣ್ಣ ಕೃಷ್ಣಪ್ಪ,,1,1977,22,286,mobile_snatching,0.42,1,2024-02-25,2026-06-30,,
P002855,Santosh Krishnappa,ಸಂತೋಷ ಕೃಷ್ಣಪ್ಪ,,1,1989,30,388,card_skimming,0.09,1,2021-02-25,2022-03-02,,
P002856,Manjunath Ramegowda,ಮಂಜುನಾಥ ರಾಮೇಗೌಡ,,1,1983,11,134,murder,0.09,8,2024-12-01,2026-06-30,G00056,
P002857,Shivakumar Boregowda,ಶಿವಕುಮಾರ ಬೋರೇಗೌಡ,,1,1967,10,123,highway_dacoity,0.09,1,2025-03-18,2026-02-24,,
P002858,Manjunath Siddappa,ಮಂಜುನಾಥ ಸಿದ್ದಪ್ಪ,,1,1966,30,386,ndps_ganja,0.42,4,2025-03-11,2026-06-30,,
P002859,Rajanna Ningappa,ರಾಜಣ್ಣ ನಿಂಗಪ್ಪ,,1,1987,13,160,mobile_snatching,0.09,1,2023-07-14,2024-08-07,,
P002860,Manjunath Boregowda,ಮಂಜುನಾಥ ಬೋರೇಗೌಡ,,1,1994,17,220,highway_dacoity,0.42,2,2024-11-26,2026-06-30,G00149,
P002861,Manjunath Fakirappa,ಮಂಜುನಾಥ ಫಕೀರಪ್ಪ,Uddha,1,1998,13,164,chain_snatching,0.09,1,2023-09-27,2024-05-26,,
P002862,Siddaraju Chikkegowda,ಸಿದ್ದರಾಜು ಚಿಕ್ಕೇಗೌಡ,,1,1969,22,291,ndps_ganja,0.09,2,2022-06-19,2025-05-26,,C0020
P002863,Mahadev Mariyappa,ಮಹಾದೇವ ಮಾರಿಯಪ್ಪ,,1,1971,9,114,house_break_night,0.09,1,2024-08-23,2026-06-30,,
P002864,Ravi Kempegowda,ರವಿ ಕೆಂಪೇಗೌಡ,,1,1998,22,285,chit_fund_cheating,0.42,4,2023-10-04,2026-06-30,,
P002865,Ravi Krishnappa,ರವಿ ಕೃಷ್ಣಪ್ಪ,,1,1972,14,176,cattle_theft,0.09,1,2025-12-07,2026-06-30,,
P002866,Venkatesh Rangappa,ವೆಂಕಟೇಶ ರಂಗಪ್ಪ,Kadu,1,2005,4,47,murder,0.42,1,2024-12-11,2026-06-30,,
P002867,Vijayalakshmi Puttappa,ವಿಜಯಲಕ್ಷ್ಮಿ ಪುಟ್ಟಪ್ಪ,,2,1969,1,11,murder,0.09,1,2024-05-12,2026-06-30,,
P002868,Lakshmi Ningappa,ಲಕ್ಷ್ಮಿ ನಿಂಗಪ್ಪ,,2,1973,4,49,sand_smuggling,0.09,1,2024-08-08,2026-06-30,,
P002869,Prasad Basappa,ಪ್ರಸಾದ ಬಸಪ್ಪ,,1,2005,4,53,two_wheeler_theft,0.09,1,2025-05-18,2026-06-30,,
P002870,Ningaraj Krishnappa,ನಿಂಗರಾಜ ಕೃಷ್ಣಪ್ಪ,,1,1973,13,158,illicit_liquor,0.09,4,2024-06-22,2025-08-14,,
P002871,Rajanna Basappa,ರಾಜಣ್ಣ ಬಸಪ್ಪ,Chota,1,1988,1,17,house_break_night,0.09,1,2025-12-12,2026-06-30,,
P002872,Umesh Ningappa,ಉಮೇಶ ನಿಂಗಪ್ಪ,Pailwan,1,1971,9,109,house_break_night,0.42,1,2022-02-02,2022-12-07,,
P002873,Nagaraj Fakirappa,ನಾಗರಾಜ ಫಕೀರಪ್ಪ,Chikka,1,2005,25,319,shop_burglary,0.09,1,2023-09-26,2025-11-14,,
P002874,Basavaraj Chikkegowda,ಬಸವರಾಜ ಚಿಕ್ಕೇಗೌಡ,,1,1973,14,169,ndps_ganja,0.09,1,2022-06-28,2025-12-05,,
P002875,Suresh Mariyappa,ಸುರೇಶ ಮಾರಿಯಪ್ಪ,,1,1975,13,162,hurt_affray,0.42,1,2024-06-27,2025-10-09,,
P002876,Manjunath Gurappa,ಮಂಜುನಾಥ ಗುರಪ್ಪ,,1,1979,4,53,ndps_ganja,0.09,3,2025-06-18,2026-06-30,G00049,
P002877,Lakshmi Gurappa,ಲಕ್ಷ್ಮಿ ಗುರಪ್ಪ,,2,1982,4,53,illicit_liquor,0.09,1,2025-03-01,2026-06-30,,
P002878,Nagaraj Krishnappa,ನಾಗರಾಜ ಕೃಷ್ಣಪ್ಪ,,1,1995,4,52,chain_snatching,0.09,1,2021-03-09,2022-07-15,,
P002879,Ramesh Gurappa,ರಮೇಶ ಗುರಪ್ಪ,,1,2000,27,337,cattle_theft,0.09,1,2023-08-30,2024-10-28,,
P002880,Shivakumar Basappa,ಶಿವಕುಮಾರ ಬಸಪ್ಪ,,1,1991,13,158,sand_smuggling,0.42,1,2024-10-29,2026-06-30,,
P002881,Vijay Mallappa,ವಿಜಯ ಮಲ್ಲಪ್ಪ,Kadu,1,1981,3,42,hurt_affray,0.09,1,2023-05-10,2026-06-30,,
P002882,Hanumantha Hanumappa,ಹನುಮಂತ ಹನುಮಪ್ಪ,,1,1983,4,48,ndps_ganja,0.09,1,2021-07-24,2025-08-04,,
P002883,Manjunath Durgappa,ಮಂಜುನಾಥ ದುರ್ಗಪ್ಪ,,1,1997,11,137,house_break_night,0.09,3,2021-06-12,2025-02-15,,
P002884,Shivakumar Eranna,ಶಿವಕುಮಾರ ಈರಣ್ಣ,,1,1974,10,131,illicit_liquor,0.42,1,2021-02-05,2024-03-24,,
P002885,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1995,3,41,ndps_ganja,0.09,9,2022-08-21,2023-05-16,G00167,
P002886,Shobha Krishnappa,ಶೋಭಾ ಕೃಷ್ಣಪ್ಪ,,2,1971,27,339,mobile_snatching,0.09,1,2025-12-02,2026-06-30,,
P002887,Venkatesh Gurappa,ವೆಂಕಟೇಶ ಗುರಪ್ಪ,,1,1964,4,49,two_wheeler_theft,0.09,1,2022-08-14,2023-03-18,,
P002888,Shivanna Lingappa,ಶಿವಣ್ಣ ಲಿಂಗಪ್ಪ,,1,1994,4,48,shop_burglary,0.09,1,2024-03-06,2026-04-12,,
P002889,Prakash Krishnappa,ಪ್ರಕಾಶ ಕೃಷ್ಣಪ್ಪ,,1,1962,30,394,ndps_ganja,0.42,4,2022-08-04,2024-05-31,,
P002890,Shobha Rangappa,ಶೋಭಾ ರಂಗಪ್ಪ,,2,2005,10,121,two_wheeler_theft,0.09,1,2025-03-26,2026-06-30,,
P002891,Harish Ningappa,ಹರೀಶ ನಿಂಗಪ್ಪ,,1,1991,25,319,illicit_liquor,0.42,3,2021-05-14,2024-10-26,,
P002892,Shivakumar Shivappa,ಶಿವಕುಮಾರ ಶಿವಪ್ಪ,,1,2004,14,175,card_skimming,0.09,1,2023-03-18,2025-04-09,,
P002893,Manjunath Puttappa,ಮಂಜುನಾಥ ಪುಟ್ಟಪ್ಪ,,1,1965,27,339,ndps_ganja,0.09,1,2025-11-20,2026-06-30,,
P002894,Prakash Ningappa,ಪ್ರಕಾಶ ನಿಂಗಪ್ಪ,,1,1990,3,38,mobile_snatching,0.09,1,2022-05-17,2026-01-01,,
P002895,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1965,10,119,house_break_night,0.09,3,2023-02-09,2025-08-18,,
P002896,Suresh Ningappa,ಸುರೇಶ ನಿಂಗಪ್ಪ,Kuri,1,1977,14,176,chit_fund_cheating,0.09,6,2023-01-03,2026-06-30,,
P002897,Suresh Hanumappa,ಸುರೇಶ ಹನುಮಪ್ಪ,,1,1983,22,285,sand_smuggling,0.09,1,2021-07-11,2024-06-22,,
P002898,Kiran Shivappa,ಕಿರಣ ಶಿವಪ್ಪ,Kadu,1,1978,21,276,murder,0.09,1,2025-07-30,2026-06-30,,
P002899,Mahesh Hanumappa,ಮಹೇಶ ಹನುಮಪ್ಪ,,1,1981,12,155,two_wheeler_theft,0.42,3,2023-04-07,2026-06-30,,
P002900,Shivanna Somappa,ಶಿವಣ್ಣ ಸೋಮಪ್ಪ,Kabbina,1,1969,27,340,illicit_liquor,0.09,1,2021-05-19,2023-08-06,,
P002901,Manjula Rangappa,ಮಂಜುಳಾ ರಂಗಪ್ಪ,,2,1974,22,288,murder,0.42,1,2022-03-18,2025-10-24,,
P002902,Manjunath Fakirappa,ಮಂಜುನಾಥ ಫಕೀರಪ್ಪ,,1,1993,11,142,house_break_night,0.09,1,2024-04-14,2026-06-30,,
P002903,Manjunath Siddappa,ಮಂಜುನಾಥ ಸಿದ್ದಪ್ಪ,,1,1982,2,32,murder,0.09,3,2024-12-22,2026-06-30,,
P002904,Ravi Basappa,ರವಿ ಬಸಪ್ಪ,,1,1977,17,220,card_skimming,0.09,4,2021-07-30,2023-04-16,,
P002905,Kumar Basappa,ಕುಮಾರ ಬಸಪ್ಪ,,2,1998,14,169,ndps_ganja,0.09,4,2022-11-05,2023-05-25,G00157,C0038
P002906,Prasad Krishnappa,ಪ್ರಸಾದ ಕೃಷ್ಣಪ್ಪ,,1,1986,22,282,chit_fund_cheating,0.09,1,2022-10-24,2026-03-06,,
P002907,Lakshmi Mallappa,ಲಕ್ಷ್ಮಿ ಮಲ್ಲಪ್ಪ,,2,1970,4,47,mobile_snatching,0.09,1,2023-04-06,2024-10-01,,
P002908,Somashekar Ningappa,ಸೋಮಶೇಖರ ನಿಂಗಪ್ಪ,,1,1970,29,377,chain_snatching,0.09,1,2021-06-05,2024-05-05,,
P002909,Praveen Muniyappa,ಪ್ರವೀಣ ಮುನಿಯಪ್ಪ,Kabbina,1,1994,14,170,two_wheeler_theft,0.09,1,2023-05-16,2025-03-17,,
P002910,Shobha Sangappa,ಶೋಭಾ ಸಂಗಪ್ಪ,,2,2001,28,359,sand_smuggling,0.09,1,2022-07-01,2025-11-10,,
P002911,Ravi Hanumappa,ರವಿ ಹನುಮಪ್ಪ,,1,1962,3,38,illicit_liquor,0.09,1,2024-11-24,2026-06-30,,
P002912,Manjunath Muniyappa,ಮಂಜುನಾಥ ಮುನಿಯಪ್ಪ,,1,1987,22,285,chit_fund_cheating,0.09,1,2022-12-08,2024-07-15,,
P002913,Rakesh Kempegowda,ರಾಕೇಶ ಕೆಂಪೇಗೌಡ,,1,1963,26,332,highway_dacoity,0.09,4,2021-03-24,2022-03-12,,C0059
P002914,Manjunath Rangappa,ಮಂಜುನಾಥ ರಂಗಪ್ಪ,,1,1988,13,159,card_skimming,0.09,6,2025-03-18,2026-06-30,,
P002915,Manjunath Chikkegowda,ಮಂಜುನಾಥ ಚಿಕ್ಕೇಗೌಡ,,1,1970,4,53,ndps_ganja,0.42,2,2021-08-28,2022-05-17,G00029,
P002916,Ravi Krishnappa,ರವಿ ಕೃಷ್ಣಪ್ಪ,,1,1963,30,383,house_break_night,0.09,1,2025-07-17,2026-02-20,,
P002917,Mahesh Somappa,ಮಹೇಶ ಸೋಮಪ್ಪ,,1,1982,4,53,hurt_affray,0.09,3,2024-09-22,2025-09-21,,
P002918,Basappa Shivappa,ಬಸಪ್ಪ ಶಿವಪ್ಪ,,1,1979,23,303,two_wheeler_theft,0.09,1,2021-06-23,2024-08-16,,
P002919,Prakash Boregowda,ಪ್ರಕಾಶ ಬೋರೇಗೌಡ,,1,1997,28,351,chain_snatching,0.09,1,2026-01-18,2026-06-30,,
P002920,Basavaraj Doddappa,ಬಸವರಾಜ ದೊಡ್ಡಪ್ಪ,,1,1970,22,292,chain_snatching,0.09,1,2022-12-02,2024-05-26,,
P002921,Mahesh Hanumappa,ಮಹೇಶ ಹನುಮಪ್ಪ,,1,1995,29,367,two_wheeler_theft,0.09,1,2022-01-08,2024-12-25,,
P002922,Ramesh Ningappa,ರಮೇಶ ನಿಂಗಪ್ಪ,,1,1995,10,131,hurt_affray,0.09,1,2024-01-05,2026-01-16,,
P002923,Vijay Boregowda,ವಿಜಯ ಬೋರೇಗೌಡ,,1,1970,22,290,shop_burglary,0.09,1,2025-11-05,2026-06-30,,
P002924,Puttaswamy Lingappa,ಪುಟ್ಟಸ್ವಾಮಿ ಲಿಂಗಪ್ಪ,Pailwan,1,1963,4,51,house_break_night,0.09,2,2024-11-18,2026-06-30,,
P002925,Roopa Krishnappa,ರೂಪಾ ಕೃಷ್ಣಪ್ಪ,,2,1978,2,32,ndps_ganja,0.42,1,2023-02-11,2025-04-29,,
P002926,Basavaraj Basappa,ಬಸವರಾಜ ಬಸಪ್ಪ,,1,1973,4,53,card_skimming,0.09,2,2025-08-07,2026-04-12,G00040,
P002927,Nagesh Krishnappa,ನಾಗೇಶ ಕೃಷ್ಣಪ್ಪ,Dodda,1,1982,1,15,mobile_snatching,0.09,2,2023-02-26,2026-06-30,G00010,
P002928,Siddaraju Basappa,ಸಿದ್ದರಾಜು ಬಸಪ್ಪ,,1,1981,11,134,mobile_snatching,0.09,2,2021-08-08,2022-09-27,G00053,
P002929,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,2004,15,190,mobile_snatching,0.09,2,2025-07-05,2026-06-30,G00141,
P002930,Prakash Krishnappa,ಪ್ರಕಾಶ ಕೃಷ್ಣಪ್ಪ,,1,2000,11,141,hurt_affray,0.42,1,2022-09-01,2023-05-20,,
P002931,Erappa Basappa,ಈರಪ್ಪ ಬಸಪ್ಪ,Kadu,1,1974,20,257,mobile_snatching,0.09,1,2022-03-14,2024-09-06,,
P002932,Manjunath Chennappa,ಮಂಜುನಾಥ ಚೆನ್ನಪ್ಪ,Kadu,1,1987,3,36,sand_smuggling,0.09,1,2023-08-14,2026-06-30,,
P002933,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1995,26,333,card_skimming,0.42,1,2022-11-07,2024-04-28,,
P002934,Suresh Chikkegowda,ಸುರೇಶ ಚಿಕ್ಕೇಗೌಡ,,1,1984,29,370,murder,0.09,3,2021-11-18,2022-06-10,,
P002935,Kumar Basappa,ಕುಮಾರ ಬಸಪ್ಪ,,1,1964,30,390,card_skimming,0.42,1,2026-01-28,2026-06-30,,
P002936,Nagesh Mallappa,ನಾಗೇಶ ಮಲ್ಲಪ್ಪ,,1,1998,19,246,illicit_liquor,0.09,2,2025-01-15,2026-03-05,G00083,
P002937,Nagaraj Basappa,ನಾಗರಾಜ ಬಸಪ್ಪ,,1,1976,3,38,sand_smuggling,0.09,1,2024-10-03,2026-06-30,,
P002938,Dinesh Ningappa,ದಿನೇಶ ನಿಂಗಪ್ಪ,Kadu,1,1992,15,180,murder,0.09,1,2024-02-18,2026-06-30,,
P002939,Manjunath Puttappa,ಮಂಜುನಾಥ ಪುಟ್ಟಪ್ಪ,,1,1972,18,234,mobile_snatching,0.09,2,2022-08-21,2025-10-31,,
P002940,Ravi Chikkegowda,ರವಿ ಚಿಕ್ಕೇಗೌಡ,,1,1980,10,128,ndps_ganja,0.09,1,2021-02-23,2023-12-05,,
P002941,Manjunath Muniyappa,ಮಂಜುನಾಥ ಮುನಿಯಪ್ಪ,,1,1999,23,298,chain_snatching,0.09,1,2025-01-15,2026-06-30,,
P002942,Basappa Somappa,ಬಸಪ್ಪ ಸೋಮಪ್ಪ,,1,1993,4,52,house_break_night,0.09,1,2021-05-21,2024-12-12,,
P002943,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,2004,16,201,sand_smuggling,0.09,2,2021-06-29,2023-08-11,,
P002944,Mahesh Basappa,ಮಹೇಶ ಬಸಪ್ಪ,,1,1997,12,153,hurt_affray,0.09,17,2023-06-16,2024-12-20,,
P002945,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,Kabbina,1,1983,4,46,highway_dacoity,0.09,1,2022-07-18,2025-01-15,,
P002946,Suresh Ramegowda,ಸುರೇಶ ರಾಮೇಗೌಡ,,1,1989,19,247,house_break_night,0.09,1,2026-01-02,2026-06-30,,
P002947,Manjunath Gurappa,ಮಂಜುನಾಥ ಗುರಪ್ಪ,,1,1976,3,41,two_wheeler_theft,0.09,3,2024-11-01,2026-04-24,,
P002948,Suresh Ningappa,ಸುರೇಶ ನಿಂಗಪ್ಪ,,1,1966,4,46,cattle_theft,0.09,1,2024-04-29,2024-09-06,,
P002949,Suresh Ningappa,ಸುರೇಶ ನಿಂಗಪ್ಪ,,1,1985,13,163,shop_burglary,0.09,1,2022-06-30,2025-01-04,,
P002950,Kiran Basappa,ಕಿರಣ ಬಸಪ್ಪ,,1,1975,4,47,house_break_night,0.09,1,2025-08-10,2026-06-30,,
P002951,Shivakumar Basappa,ಶಿವಕುಮಾರ ಬಸಪ್ಪ,,1,1987,1,20,hurt_affray,0.09,1,2023-12-25,2024-08-23,,
P002952,Venkatesh Ningappa,ವೆಂಕಟೇಶ ನಿಂಗಪ್ಪ,Gundu,1,1962,12,152,mobile_snatching,0.09,4,2024-10-16,2026-06-30,G00072,
P002953,Chandru Shivappa,ಚಂದ್ರು ಶಿವಪ್ಪ,,1,1976,26,330,highway_dacoity,0.09,1,2025-02-16,2026-06-30,,
P002954,Mahadev Basappa,ಮಹಾದೇವ ಬಸಪ್ಪ,Auto,1,1963,4,46,card_skimming,0.09,1,2021-11-14,2023-12-17,,
P002955,Suresh Krishnappa,ಸುರೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1969,2,31,highway_dacoity,0.09,1,2023-10-31,2026-06-30,,
P002956,Manjunath Shivappa,ಮಂಜುನಾಥ ಶಿವಪ್ಪ,Pailwan,1,1971,21,277,highway_dacoity,0.09,1,2024-08-03,2026-06-30,,
P002957,Nagaraj Krishnappa,ನಾಗರಾಜ ಕೃಷ್ಣಪ್ಪ,,1,1965,29,366,murder,0.09,1,2025-08-17,2026-06-30,,
P002958,Manjunath Lingappa,ಮಂಜುನಾಥ ಲಿಂಗಪ್ಪ,Gundu,1,1998,26,334,murder,0.09,5,2025-04-02,2026-06-30,G00113,
P002959,Manjunath Ningappa,ಮಂಜುನಾಥ ನಿಂಗಪ್ಪ,,1,1992,1,15,cattle_theft,0.09,1,2021-05-22,2025-05-22,,
